protein id	EMPAI
sp|O14776|TCRG1_HUMAN	6.216365e-005
sp|O15042|SR140_HUMAN	6.216365e-005
sp|Q8NI36|WDR36_HUMAN	6.216365e-005
sp|P58107|EPIPL_HUMAN	6.1141873e-005
sp|Q8IYB3|SRRM1_HUMAN	6.094154e-005
sp|Q9GZR7|DDX24_HUMAN	6.094154e-005
sp|Q9UI47|CTNA3_HUMAN	6.094154e-005
sp|Q13435|SF3B2_HUMAN	5.9766542e-005
sp|O15031|PLXB2_HUMAN	5.9195867e-005
sp|A0FGR8|ESYT2_HUMAN	5.8635989e-005
sp|O14983|AT2A1_HUMAN	5.8635989e-005
sp|P29590|PML_HUMAN	5.8635989e-005
sp|P40189|IL6RB_HUMAN	5.8635989e-005
sp|Q96KP1|EXOC2_HUMAN	5.8635989e-005
sp|Q9UPN6|SCAF8_HUMAN	5.8635989e-005
sp|P12036|NFH_HUMAN	5.7547411e-005
sp|P52789|HXK2_HUMAN	5.7547411e-005
sp|Q7RTY8|TMPS7_HUMAN	5.7547411e-005
sp|Q8WUM4|PDC6I_HUMAN	5.7547411e-005
sp|Q99460|PSMD1_HUMAN	5.7547411e-005
sp|Q9Y4W6|AFG32_HUMAN	5.7547411e-005
sp|P20701|ITAL_HUMAN	5.6498513e-005
sp|P35606|COPB2_HUMAN	5.6498513e-005
sp|Q86XP3|DDX42_HUMAN	5.6498513e-005
sp|Q9UDR5|AASS_HUMAN	5.6498513e-005
sp|O75044|SRGP2_HUMAN	5.5487159e-005
sp|Q13619|CUL4A_HUMAN	5.5487159e-005
sp|Q8N766|EMC1_HUMAN	5.5487159e-005
sp|Q93084|AT2A3_HUMAN	5.5487159e-005
sp|Q96FS4|SIPA1_HUMAN	5.5487159e-005
sp|Q9H0D6|XRN2_HUMAN	5.5487159e-005
sp|Q9ULD0|OGDHL_HUMAN	5.5487159e-005
sp|Q14789|GOGB1_HUMAN	5.4994929e-005
sp|Q68E01|INT3_HUMAN	5.4511365e-005
sp|Q9NZB2|F120A_HUMAN	5.4511365e-005
sp|O14980|XPO1_HUMAN	5.3569303e-005
sp|Q8N1F7|NUP93_HUMAN	5.3569303e-005
sp|Q9UQ16|DYN3_HUMAN	5.3569303e-005
sp|P07197|NFM_HUMAN	5.2659245e-005
sp|P22102|PUR2_HUMAN	5.2659245e-005
sp|Q6ZMN7|PZRN4_HUMAN	5.2659245e-005
sp|Q9Y2H6|FND3A_HUMAN	5.2659245e-005
sp|Q02846|GUC2D_HUMAN	5.1779582e-005
sp|Q13349|ITAD_HUMAN	5.1779582e-005
sp|Q6WCQ1|MPRIP_HUMAN	5.1779582e-005
sp|O43861|ATP9B_HUMAN	5.0928826e-005
sp|O60841|IF2P_HUMAN	5.0928826e-005
sp|P78347|GTF2I_HUMAN	5.0928826e-005
sp|Q27J81|INF2_HUMAN	5.0928826e-005
sp|Q9BXJ9|NAA15_HUMAN	5.0928826e-005
sp|Q6Y7W6|PERQ2_HUMAN	5.0105573e-005
sp|Q92922|SMRC1_HUMAN	5.0105573e-005
sp|Q14008|CKAP5_HUMAN	4.9703842e-005
sp|O75643|U520_HUMAN	4.9308503e-005
sp|Q7Z406|MYH14_HUMAN	4.9308503e-005
sp|Q7Z6B7|SRGP1_HUMAN	4.9308503e-005
sp|Q9UPX0|TUTLB_HUMAN	4.9308503e-005
sp|O00203|AP3B1_HUMAN	4.8536396e-005
sp|O94906|PRP6_HUMAN	4.8536396e-005
sp|Q13620|CUL4B_HUMAN	4.8536396e-005
sp|O60879|DIAP2_HUMAN	4.7788097e-005
sp|P78559|MAP1A_HUMAN	4.7422531e-005
sp|O75694|NU155_HUMAN	4.7062513e-005
sp|Q6P2E9|EDC4_HUMAN	4.7062513e-005
sp|P49790|NU153_HUMAN	4.6358637e-005
sp|Q8N7X1|RMXL3_HUMAN	4.5012202e-005
sp|Q9UPN3|MACF1_HUMAN	4.5012202e-005
sp|A5YKK6|CNOT1_HUMAN	4.4367895e-005
sp|P00533|EGFR_HUMAN	4.4367895e-005
sp|P11717|MPRI_HUMAN	4.3435284e-005
sp|P51610|HCFC1_HUMAN	4.3133066e-005
sp|Q86VP6|CAND1_HUMAN	4.3133066e-005
sp|Q92797|SYMPK_HUMAN	4.3133066e-005
sp|O95490|AGRL2_HUMAN	4.2541076e-005
sp|Q86YV5|SG223_HUMAN	4.2541076e-005
sp|Q6YHK3|CD109_HUMAN	4.032713e-005
sp|P52948|NUP98_HUMAN	3.8332208e-005
sp|P18206|VINC_HUMAN	3.7406971e-005
sp|P02462|CO4A1_HUMAN	3.6099937e-005
sp|P02458|CO2A1_HUMAN	3.4492969e-005
sp|Q92794|KAT6A_HUMAN	3.2674834e-005
sp|P07942|LAMB1_HUMAN	3.1673128e-005
sp|P08572|CO4A2_HUMAN	3.1673128e-005
sp|P53675|CLH2_HUMAN	3.1673128e-005
sp|P20908|CO5A1_HUMAN	3.1038762e-005
sp|Q8TDY2|RBCC1_HUMAN	3.1038762e-005
sp|Q8WYB5|KAT6B_HUMAN	3.0731015e-005
sp|P12107|COBA1_HUMAN	2.9558714e-005
sp|P46939|UTRO_HUMAN	2.8870385e-005
sp|P55268|LAMB2_HUMAN	2.8736546e-005
sp|Q92538|GBF1_HUMAN	2.8472563e-005
sp|Q5VYK3|ECM29_HUMAN	2.8213384e-005
sp|Q5JRA6|MIA3_HUMAN	2.5227992e-005
sp|P35749|MYH11_HUMAN	2.4823878e-005
sp|A3KMH1|VWA8_HUMAN	2.4626635e-005
sp|Q9Y4G6|TLN2_HUMAN	1.9634381e-005
sp|Q13439|GOGA4_HUMAN	1.9388726e-005
sp|Q7Z6Z7|HUWE1_HUMAN	1.3783887e-005
sp|Q03001|DYST_HUMAN	1.2709901e-005
sp|Q8NDA2|HMCN2_HUMAN	1.2209221e-005
